2T	Bragg's positions
9.804204778144989	-12.25
9.943492983808083	-12.25
13.061181247698418	-12.25
16.94143851307379	-12.25
17.185635579420328	-12.25
17.664869148327625	-12.25
19.130609031783074	-12.25
19.681112207701545	-12.25
19.962859876880596	-12.25
20.944882179287976	-12.25
21.71048417485001	-12.25
22.660371011639793	-12.25
22.682095268232725	-12.25
23.832441187985218	-12.25
25.15887599894464	-12.25
25.326900661520337	-12.25
25.66033049307483	-12.25
26.025144555086417	-12.25
26.29601898844762	-12.25
26.457306389179777	-12.25
27.112807401027414	-12.25
27.459689532961047	-12.25
28.64649482680867	-12.25
29.385955289622327	-12.25
29.708426061441937	-12.25
30.13935002855672	-12.25
30.376753541662517	-12.25
31.27944450379123	-12.25
31.355239719840025	-12.25
32.09903044241815	-12.25
32.32307645073439	-12.25
32.45684167156001	-12.25
32.61927799298763	-12.25
33.294003964083274	-12.25
34.26805603593108	-12.25
34.64834101970956	-12.25
34.77382260303927	-12.25
35.20565743184435	-12.25
35.76795250788957	-12.25
35.781931762234905	-12.25
36.05301598067089	-12.25
36.37643593916266	-12.25
36.63175637996057	-12.25
37.428034373942495	-12.25
37.56952662047296	-12.25
37.73962615971025	-12.25
38.78401550175071	-12.25
38.82213124005553	-12.25
39.200254384622696	-12.25
39.4129492636744	-12.25
39.539461210205246	-12.25
39.65156995938996	-12.25
39.80330089641753	-12.25
39.90012694907835	-12.25
39.97485419953112	-12.25
40.13601658689248	-12.25
40.542835339599094	-12.25
40.56607433768954	-12.25
40.799381979584886	-12.25
41.09095842049525	-12.25
41.34717781874865	-12.25
41.45552801592634	-12.25
41.512833937973646	-12.25
41.67183842042939	-12.25
42.17109480381906	-12.25
42.633689671049424	-12.25
42.77456034548336	-12.25
42.90123966772403	-12.25
43.52999371468137	-12.25
43.68215908386254	-12.25
43.85301940555053	-12.25
44.08207669300851	-12.25
44.19905350331764	-12.25
44.25347722473084	-12.25
44.2999727496703	-12.25
44.368616538139	-12.25
44.45932740878171	-12.25
45.78629115989668	-12.25
45.97509455315248	-12.25
46.15427785610713	-12.25
46.273308590227536	-12.25
46.319639609162344	-12.25
46.418638169337804	-12.25
46.76706367477733	-12.25
47.04272403565402	-12.25
47.0736643646431	-12.25
47.65887203820057	-12.25
48.03446836970746	-12.25
48.17379962765755	-12.25
48.33386534478164	-12.25
48.495720806782096	-12.25
48.52622597392267	-12.25
48.54638851031442	-12.25
48.782127909615575	-12.25
48.94096867485675	-12.25
49.27581550110113	-12.25
49.60338579324252	-12.25
49.883446245643825	-12.25
49.94667216264737	-12.25
50.029032666452395	-12.25
50.22693406579545	-12.25
50.47696327964679	-12.25
50.58853576672781	-12.25
50.69152172563463	-12.25
51.35719463083027	-12.25
51.64517454013461	-12.25
51.88712048052707	-12.25
51.91904092623446	-12.25
52.00976146158668	-12.25
52.148715402557926	-12.25
52.37123959412897	-12.25
52.45186067643575	-12.25
52.722756163971795	-12.25
52.7345781105625	-12.25
52.944373318778524	-12.25
53.06219894342598	-12.25
53.18343140685379	-12.25
53.26089616833526	-12.25
53.529678932913576	-12.25
53.58880965046944	-12.25
53.777060997988436	-12.25
54.07460118799882	-12.25
54.12146438937404	-12.25
54.308942954952336	-12.25
54.47441893262953	-12.25
54.856273172320115	-12.25
55.47905671870593	-12.25
55.79584192766604	-12.25
55.85556123173217	-12.25
55.91350391621309	-12.25
56.08536384456276	-12.25
56.344249136781734	-12.25
56.373698036272174	-12.25
56.6781231750332	-12.25
56.85898170802886	-12.25
56.99198800032311	-12.25
57.116294355653636	-12.25
57.1170467906932	-12.25
57.17292122372745	-12.25
57.6729494798983	-12.25
57.68333427096021	-12.25
57.791036465812034	-12.25
58.02185705035925	-12.25
58.20913822352282	-12.25
58.22091551985521	-12.25
58.3883677969316	-12.25
58.51820559288923	-12.25
58.522786934857265	-12.25
58.72600338621349	-12.25
58.96620281257206	-12.25
59.1720847986525	-12.25
59.27664824655982	-12.25
59.31105953751661	-12.25
59.478266170615655	-12.25
59.803595198133515	-12.25
59.854098924505585	-12.25
60.14073774712603	-12.25
60.387607436756106	-12.25
60.437867107078	-12.25
60.44323302371285	-12.25
60.52021277842727	-12.25
60.68493459533337	-12.25
60.71932224004875	-12.25
60.762833627730686	-12.25
60.965480397672394	-12.25
61.10011077188644	-12.25
61.374446802127494	-12.25
61.42259144929243	-12.25
61.617886874105935	-12.25
61.690475570100865	-12.25
61.91655702229978	-12.25
62.23611871594762	-12.25
62.313562790173485	-12.25
62.34975921102084	-12.25
62.43201634095876	-12.25
62.640713486171826	-12.25
62.66275244486885	-12.25
62.86228488788325	-12.25
63.04012882305461	-12.25
63.20012203450001	-12.25
63.20927742770692	-12.25
63.360339955965344	-12.25
63.38728354299575	-12.25
63.47836599063576	-12.25
63.712228816020755	-12.25
64.09023244730913	-12.25
64.11815670437554	-12.25
64.19144039847751	-12.25
64.24082337004201	-12.25
64.32402370822899	-12.25
64.40350289853404	-12.25
64.59572980063983	-12.25
64.82307862029879	-12.25
64.87562978929982	-12.25
64.9063223256631	-12.25
64.99079244469253	-12.25
65.25499066112661	-12.25
65.42838923741367	-12.25
65.59639164438539	-12.25
65.90179010545543	-12.25
65.93759532509681	-12.25
66.08865178127772	-12.25
66.20001088060397	-12.25
66.30325977194414	-12.25
66.4349642598541	-12.25
66.45414222879911	-12.25
66.45901414491549	-12.25
66.61502256678752	-12.25
66.6412617047483	-12.25
66.90296268846805	-12.25
67.00059466283916	-12.25
67.13733199447157	-12.25
67.18894687140407	-12.25
67.47299458445707	-12.25
67.65478348515803	-12.25
67.72607329187518	-12.25
67.96433167124934	-12.25
68.00636212427852	-12.25
68.04093135344469	-12.25
68.09221210773643	-12.25
68.16018637802455	-12.25
68.29999619941005	-12.25
68.34084593498362	-12.25
68.6318255618088	-12.25
68.70460389162167	-12.25
68.80248790553229	-12.25
68.93535820847829	-12.25
69.01190937516489	-12.25
69.0942791549607	-12.25
69.23758019307346	-12.25
69.31483758675441	-12.25
69.34432692819723	-12.25
69.62549818611583	-12.25
69.80374925765435	-12.25
69.91222903521252	-12.25
70.00721540470934	-12.25
70.19173457824368	-12.25
70.5372102344111	-12.25
70.7689692953695	-12.25
70.79987563292892	-12.25
71.15355430088192	-12.25
71.21934531169806	-12.25
71.28036484795163	-12.25
71.30427798814969	-12.25
71.48133180633319	-12.25
71.55797338024068	-12.25
71.7072510448624	-12.25
71.9339340692209	-12.25
71.96120130277697	-12.25
71.97968904767971	-12.25
72.20276303337627	-12.25
72.2272131433616	-12.25
72.30633368726537	-12.25
72.35667985731573	-12.25
72.36073341500583	-12.25
72.42860195090454	-12.25
72.43654108870224	-12.25
72.76323206938598	-12.25
73.1044475420576	-12.25
73.40292234820657	-12.25
73.40699925456396	-12.25
73.478517392322	-12.25
73.58795388769822	-12.25
73.63687854212732	-12.25
74.07553356738364	-12.25
74.22555304550934	-12.25
74.30744295577216	-12.25
74.3778477282338	-12.25
74.43378072511491	-12.25
74.4725562179362	-12.25
74.6955446954493	-12.25
74.82441480064449	-12.25
75.00410809991908	-12.25
75.22001665147879	-12.25
75.27507382614685	-12.25
75.29914471815698	-12.25
75.32448993641862	-12.25
75.33903926411712	-12.25
75.34349363644041	-12.25
75.49219757868373	-12.25
75.49743430277219	-12.25
75.67134047495095	-12.25
75.78486180000726	-12.25
75.81858108369781	-12.25
75.96614080755465	-12.25
75.99096669808827	-12.25
76.16319371560294	-12.25
76.45736716136157	-12.25
76.47373561627717	-12.25
76.53188756511487	-12.25
76.55102727961194	-12.25
76.60075961043667	-12.25
76.77904938024531	-12.25
76.81803998156083	-12.25
76.82163960387334	-12.25
77.12062506557437	-12.25
77.18933213374342	-12.25
77.25859386629496	-12.25
77.26862209229736	-12.25
77.31844542451262	-12.25
77.36719918533943	-12.25
77.5123456265811	-12.25
77.77418172584312	-12.25
77.88072032957568	-12.25
78.14430715760368	-12.25
78.32153219789146	-12.25
78.36781443972097	-12.25
78.53452207774491	-12.25
78.80826463883164	-12.25
78.94476009229548	-12.25
79.09492782040975	-12.25
79.1641186158047	-12.25
79.48922636709352	-12.25
79.67896724239753	-12.25
79.82975182310916	-12.25
79.83582258536208	-12.25
19.421791386281374	-24.5
27.601368056222174	-24.5
33.97425280352701	-24.5
39.43145144742932	-24.5
44.317343314575766	-24.5
48.80852127431638	-24.5
56.99104776429144	-24.5
60.799562428342504	-24.5
60.799562428342504	-24.5
64.47133633304958	-24.5
68.03384449846666	-24.5
71.50903559893497	-24.5
74.91502256409765	-24.5
78.26721276162976	-24.5
12.677337768066952	-36.75
22.52116970155426	-36.75
25.513251034258467	-36.75
25.92599649489459	-36.75
25.92599649489459	-36.75
34.287240428303534	-36.75
34.287240428303534	-36.75
38.68511522451524	-36.75
39.53694919513565	-36.75
41.68298949880765	-36.75
45.22448725823058	-36.75
45.22448725823058	-36.75
45.97658367877849	-36.75
47.646727297462505	-36.75
47.88863942614069	-36.75
47.88863942614069	-36.75
52.4146345552534	-36.75
53.31337293225273	-36.75
53.31337293225273	-36.75
