2T	Bragg's positions
9.800834903762217	-30.55
9.941180349184535	-30.55
13.057316821496043	-30.55
16.934931917723347	-30.55
17.180990430108878	-30.55
17.658292050273403	-30.55
19.129628664203636	-30.55
19.674296865045264	-30.55
19.95818120601877	-30.55
20.942657574894795	-30.55
21.704884721552528	-30.55
22.653117715491344	-30.55
22.679256388006237	-30.55
23.829669525561705	-30.55
25.153895675143332	-30.55
25.323174741091776	-30.55
25.655210545207687	-30.55
26.015194440374117	-30.55
26.288133624098027	-30.55
26.450640559477957	-30.55
27.107285402232097	-30.55
27.44957240913482	-30.55
28.64171241066856	-30.55
29.37980928697839	-30.55
29.698005276868194	-30.55
30.132192122501806	-30.55
30.368068714791956	-30.55
31.27421111725488	-30.55
31.34742180374252	-30.55
32.090398271499474	-30.55
32.316129257749225	-30.55
32.450895301881125	-30.55
32.608401150941624	-30.55
33.285102194213344	-30.55
34.254587210852904	-30.55
34.634826259247994	-30.55
34.764196866365396	-30.55
35.19631565464974	-30.55
35.75429454276362	-30.55
35.77404208940349	-30.55
36.04152695535388	-30.55
36.367388686075415	-30.55
36.624567546605455	-30.55
37.42657682694136	-30.55
37.555614962102055	-30.55
37.72968540676454	-30.55
38.78168531347569	-30.55
38.82008124520149	-30.55
39.18790532525322	-30.55
39.402258322250155	-30.55
39.52704411743175	-30.55
39.642619788506586	-30.55
39.800552993074426	-30.55
39.88787378958409	-30.55
39.96056353515531	-30.55
40.12808426321065	-30.55
40.53021361494722	-30.55
40.556249520618124	-30.55
40.78869507235296	-30.55
41.08245766802826	-30.55
41.34296726389386	-30.55
41.45211700252001	-30.55
41.50247875649943	-30.55
41.667504587657405	-30.55
42.158130604079375	-30.55
42.62899329704186	-30.55
42.77090399211319	-30.55
42.88643291472716	-30.55
43.512643891544755	-30.55
43.67787762057481	-30.55
43.84290255241083	-30.55
44.06891334170956	-30.55
44.1937748316301	-30.55
44.241604498866664	-30.55
44.28840212941555	-30.55
44.355170729018255	-30.55
44.4418390620876	-30.55
45.7764066801523	-30.55
45.95736529905557	-30.55
46.14699681571615	-30.55
46.25784097742757	-30.55
46.313584813965335	-30.55
46.413315823998936	-30.55
46.75531415626673	-30.55
47.03513977421835	-30.55
47.05959674421514	-30.55
47.64240636881801	-30.55
48.016383751944616	-30.55
48.16121341751545	-30.55
48.32247824442923	-30.55
48.48764264724191	-30.55
48.509582809169025	-30.55
48.532172193222785	-30.55
48.77617256431858	-30.55
48.933969885965624	-30.55
49.26264380235658	-30.55
49.59688137908167	-30.55
49.872582624955406	-30.55
49.92972887784105	-30.55
50.01275418676732	-30.55
50.212103112046776	-30.55
50.46821442466624	-30.55
50.569968519281396	-30.55
50.68017207787064	-30.55
51.34441292787618	-30.55
51.63437478603835	-30.55
51.86974884056379	-30.55
51.90815491860648	-30.55
52.001671982948494	-30.55
52.135471889380135	-30.55
52.357506589240614	-30.55
52.43033918214555	-30.55
52.701186916296265	-30.55
52.72343477688482	-30.55
52.934791148199125	-30.55
53.04943306848406	-30.55
53.17562261732419	-30.55
53.245482416660934	-30.55
53.507963969342015	-30.55
53.56962022045627	-30.55
53.76132253961026	-30.55
54.06303332276442	-30.55
54.10421967781083	-30.55
54.291007941460364	-30.55
54.459822959840864	-30.55
54.83430757337046	-30.55
55.46974364100898	-30.55
55.78293022109716	-30.55
55.84499464048157	-30.55
55.90134944178424	-30.55
56.064536188804375	-30.55
56.323364429150715	-30.55
56.36496119663951	-30.55
56.65579157490403	-30.55
56.843965631946794	-30.55
56.97202493288564	-30.55
57.09523688425417	-30.55
57.10781960275226	-30.55
57.154279991543596	-30.55
57.658093391815825	-30.55
57.66653878245167	-30.55
57.78856282663213	-30.55
58.00759198978543	-30.55
58.19237450334697	-30.55
58.20801716957206	-30.55
58.36701718075342	-30.55
58.49983127362496	-30.55
58.519777147641214	-30.55
58.71098706884104	-30.55
58.94337700889994	-30.55
59.16038941911381	-30.55
59.27331388030485	-30.55
59.30039538452955	-30.55
59.463019729207474	-30.55
59.800249653005494	-30.55
59.837937741991574	-30.55
60.11896624122713	-30.55
60.373458498293516	-30.55
60.423733365891	-30.55
60.43339626286173	-30.55
60.51634674160008	-30.55
60.68036013043854	-30.55
60.70369229870388	-30.55
60.7419327369142	-30.55
60.9516837476121	-30.55
61.08551869344236	-30.55
61.363685553274415	-30.55
61.41770841649934	-30.55
61.60143983054002	-30.55
61.66701280603748	-30.55
61.89854540306917	-30.55
62.23152565720111	-30.55
62.28722285630049	-30.55
62.327429345796546	-30.55
62.41584899269253	-30.55
62.63532327532955	-30.55
62.64656954130145	-30.55
62.849316933834984	-30.55
63.01362495300827	-30.55
63.180441755306944	-30.55
63.193373613118645	-30.55
63.34372686089141	-30.55
63.36900158590319	-30.55
63.46622012177362	-30.55
63.707222248054265	-30.55
64.0697101847934	-30.55
64.10330666374995	-30.55
64.18437761261386	-30.55
64.21403918996445	-30.55
64.31793660079246	-30.55
64.39800013284537	-30.55
64.57886928270361	-30.55
64.79881980594507	-30.55
64.85361143702646	-30.55
64.89897066426941	-30.55
64.96775470223662	-30.55
65.24302313266955	-30.55
65.41049769893782	-30.55
65.57053652510663	-30.55
65.87459904585376	-30.55
65.92517327345705	-30.55
66.08082294998205	-30.55
66.1803948723089	-30.55
66.27721960821546	-30.55
66.41527459881101	-30.55
66.4396117718228	-30.55
66.44717788600295	-30.55
66.59860301561363	-30.55
66.6232163659607	-30.55
66.88857175678238	-30.55
66.99401047191745	-30.55
67.11742059007544	-30.55
67.1712332465394	-30.55
67.44664004974778	-30.55
67.63871934072773	-30.55
67.71758415712596	-30.55
67.95056136313922	-30.55
67.97862392552128	-30.55
68.01702138614506	-30.55
68.07048687559485	-30.55
68.139003452079	-30.55
68.27971250729757	-30.55
68.31561298272185	-30.55
68.6141155305124	-30.55
68.69432615774278	-30.55
68.78249415994675	-30.55
68.92498952668004	-30.55
69.00389508417805	-30.55
69.06747207789402	-30.55
69.21903046446062	-30.55
69.29150156250138	-30.55
69.3369693439881	-30.55
69.61485717668867	-30.55
69.79442162717302	-30.55
69.89141808373803	-30.55
69.99938496664065	-30.55
70.17300021072461	-30.55
70.50876750651689	-30.55
70.75787585931232	-30.55
70.7856451551735	-30.55
71.12614415551788	-30.55
71.1995230960631	-30.55
71.26438552142166	-30.55
71.28328654949472	-30.55
71.45636657469764	-30.55
71.54052230159544	-30.55
71.689248855319	-30.55
71.91409371057168	-30.55
71.9397011779433	-30.55
71.97045581725236	-30.55
72.17090568006012	-30.55
72.20080457758702	-30.55
72.29599228541578	-30.55
72.34230038213275	-30.55
72.34495517597796	-30.55
72.39667992393272	-30.55
72.41340992244429	-30.55
72.74767258369998	-30.55
73.07232919660899	-30.55
73.38000936886552	-30.55
73.39775852859727	-30.55
73.44919168881215	-30.55
73.56801843005641	-30.55
73.60869861492903	-30.55
74.05065090686911	-30.55
74.19309984442316	-30.55
74.28771969505533	-30.55
74.36531309339024	-30.55
74.41141922003453	-30.55
74.45061916714157	-30.55
74.675259023049	-30.55
74.80996997503624	-30.55
74.97904605352318	-30.55
75.20848518939059	-30.55
75.24348252503512	-30.55
75.27291679337267	-30.55
75.30871436620716	-30.55
75.31832461713604	-30.55
75.33287027557294	-30.55
75.465771867827	-30.55
75.47748796793557	-30.55
75.64604562855959	-30.55
75.75192367099172	-30.55
75.79954966027462	-30.55
75.94992189087425	-30.55
75.9732082565593	-30.55
76.13131568614313	-30.55
76.4345532710146	-30.55
76.4459195114632	-30.55
76.50275029381176	-30.55
76.54066408489945	-30.55
76.58560747322107	-30.55
76.75336150521643	-30.55
76.78762662047677	-30.55
76.80811376598781	-30.55
77.09585289658035	-30.55
77.17850982006063	-30.55
77.23637737317931	-30.55
77.23659013975926	-30.55
77.29503545884003	-30.55
77.34586260196761	-30.55
77.49047048185851	-30.55
77.74059218583696	-30.55
77.86317268473881	-30.55
78.12853222527804	-30.55
78.29528312592548	-30.55
78.34712813754014	-30.55
78.52161730314664	-30.55
78.77549085296546	-30.55
78.91984405194431	-30.55
79.08273293765946	-30.55
79.13741916855145	-30.55
79.46149539189842	-30.55
79.66426199096254	-30.55
79.79944256237744	-30.55
79.83222274781107	-30.55
19.4098795648778	-61.1
27.584270138406673	-61.1
33.952989223832766	-61.1
39.406507612919974	-61.1
44.288996821885746	-61.1
48.77694144473588	-61.1
56.95326415813014	-61.1
60.758728317410764	-61.1
60.758728317410764	-61.1
64.42744663219683	-61.1
67.98686992920037	-61.1
71.45892460643896	-61.1
74.86170198073788	-61.1
78.21058747951649	-61.1
12.651183468823751	-91.65
22.530015967101004	-91.65
25.459948617825003	-91.65
25.92063233593048	-91.65
25.92063233593048	-91.65
34.252526619617285	-91.65
34.252526619617285	-91.65
38.6024763352888	-91.65
39.55291774808366	-91.65
41.68965499409793	-91.65
45.156523584751994	-91.65
45.156523584751994	-91.65
45.99543301298602	-91.65
47.62944612162474	-91.65
47.89918238724405	-91.65
47.89918238724405	-91.65
52.29877089565017	-91.65
53.30167485650505	-91.65
53.30167485650505	-91.65
56.45922499787263	-91.65
57.64096809481113	-91.65
57.64096809481113	-91.65
61.561888962700095	-91.65
61.561888962700095	-91.65
62.24106749728422	-91.65
63.80203485392876	-91.65
63.80203485392876	-91.65
66.85636465659739	-91.65
67.50636519648688	-91.65
68.36832614643805	-91.65
68.36832614643805	-91.65
71.53553470798997	-91.65
71.53553470798997	-91.65
71.75322570697122	-91.65
72.16603230135881	-91.65
72.16603230135881	-91.65
73.21196711850534	-91.65
73.21196711850534	-91.65
75.68539611477235	-91.65
75.68539611477235	-91.65
77.52601294429466	-91.65
77.52601294429466	-91.65
